date,persona,post_type,words,hashtags,source_domains,md_path,meta_path
2025-10-14,ardent,doc_carousel,120,5,cisa.gov;microsoft.com,C:\PYTHON APPS\LinkedIn_Generator\out\2025-10-14_ardent_doc_carousel.md,C:\PYTHON APPS\LinkedIn_Generator\out\2025-10-14_ardent_doc_carousel.meta.json
